customer,area,name,sales,db2
"2207589","Rios, Renato","Central Geradora","337,94","42,96620702"
"2208086","Rios, Renato","I.B.T.C do Brasil Distribuição","213","58,03286385"
"2208092","Rios, Renato","CCN Automação Ltda","16.335","82,35537557"
"7373108","Rios, Renato","Ineo do Brasil Engenharia e Si","6.661","84,83916735"
"7374559","Rios, Renato","Construbase Eng Ltda.","5.206","87,40680978"
"7380180","Rios, Renato","Willer da Silveira Cruz","2.392","62,6506427"
"7381169","Rios, Renato","Petroleo Brasileiro S A","9.965","100,3226428"
"7381234","Rios, Renato","Prime Security Soluções em TI sob M","2.453","86,01340443"
"7381801","Rios, Renato","Eletronaval Industrial e Comercio L","20.501","88,14762966"
"7381829","Rios, Renato","Automind Automação Industrial LTDA","83.374","83,59294517"
"7381945","Rios, Renato","T &T Automação e Sistemas Ind Ltda","12.724","82,77992515"
"7383548","Rios, Renato","Eletrovolts Comercio de Materiais","1.711","75,85785746"
"7384076","Rios, Renato","Tridan Componentes Elétricos","879","93,22639363"
"7388616","Rios, Renato","Darva Offshore Comércio de Máq e Eq","778,6","83,65142564"
"7391025","Rios, Renato","Lefebvre Engenharia Ltda","2.215","87,40349451"
"7391094","Rios, Renato","Croydonmaq Industrial Eireli","432,75","68,05777008"
"7393153","Rios, Renato","Petroleo Brasileiro SA Petrobras","3.550","99,7075768"
"7402056","Rios, Renato","Lumina Materiais de Construção","1.111","86,12421242"
"7406242","Rios, Renato","Bilenge Engenharia Ltda","73.010","80,1347269"
"7406804","Rios, Renato","Overload Service Ltda","475,85","64,43627193"
"2200107","Rodrigues, Rodrigo","Elevadores Atlas Schindler","6.620","84,99461455"
"2200109","Rodrigues, Rodrigo","Elevadores Atlas Schindler","469.644","75,50962979"
"2200229","Rodrigues, Rodrigo","METALURGICA VEIPA LTDA","3.197","86,69882322"
"2200230","Rodrigues, Rodrigo","Metalúrgica Veipa LTDA","6.544","87,98306807"
"2200347","Rodrigues, Rodrigo","Vri Indústria Eletrônica LTDA","64.172","77,3723863"
"2200815","Rodrigues, Rodrigo","Mqa Par Indústria","6.247","89,61052682"
"2201571","Rodrigues, Rodrigo","F&K Group Tecnologia em","8.080","83,56289163"
"2206167","Rodrigues, Rodrigo","Iconnect Indústria de","24.343","78,61021089"
"2206331","Rodrigues, Rodrigo","Paulo Sacoman Filho Me","108.814","85,0551331"
"2206810","Rodrigues, Rodrigo","Prysmian Cabos e Sist do Brasil SA","134.702","83,85623219"
"7382570","Rodrigues, Rodrigo","B2 Indústria e Comércio LTDA","2.600","87,29633675"
"2200011","Silva, Osmar","Adelco Sistemas de Energia","12.618","87,67101466"
"2200054","Silva, Osmar","Novakoasin Equipamentos e","1.721","78,25334007"
"2200079","Silva, Osmar","Digital Automation Automação","815,42","80,68480047"
"2200083","Silva, Osmar","Durr Brasil LTDA","18.355","73,95794914"
"2200125","Silva, Osmar","Ergomat Indústria e Comércio","38.725","70,34674044"
"2200130","Silva, Osmar","Fecva Comércio de Materiais","81.555","88,3207696"
"2200160","Silva, Osmar","Industria e Comercio Eletro","2.781","87,79638707"
"2200239","Silva, Osmar","Niehoff Herborn Máquinas LTDA","383,75","69,81628664"
"2200310","Silva, Osmar","Somarx Importação e","1.490","88,70974235"
"2200316","Silva, Osmar","Gilbarco Veeder-Root soluções Indus","29.215","79,36399981"
"2200805","Silva, Osmar","Arm Automação, Gerenciamento","10.935","74,12982006"
"2200835","Silva, Osmar","Pathy Transformadores","514,27","76,59011803"
"2200881","Silva, Osmar","Vector Equipamentos LTDA","1.997","81,12726562"
"2200922","Silva, Osmar","Air-Bomm Tecnologia LTDA EPP","2.451","59,07076757"
"2201011","Silva, Osmar","Cacr Engenharia e","17.557","77,85014023"
"2201023","Silva, Osmar","Mbk Ind., Com. e Serv. de","2.042","75,14175195"
"2201027","Silva, Osmar","Feb Robotics Automação","1.013","88,79368213"
"2201227","Silva, Osmar","Supplytech Soluções Técnicas","4.249","86,27593576"
"2201360","Silva, Osmar","Conaut Controles Automáticos","1.036","81,30976389"
"2201468","Silva, Osmar","Sigma Comercial Elétrica LTDA","1.326","94,15686275"
"2201494","Silva, Osmar","Ascoval Indústria e Comércio","17.876","66,71966158"
"2201615","Silva, Osmar","Atlas Copco Brasil LTDA","6.054","79,96147931"
"2201655","Silva, Osmar","P.E. Latina Máq para Rotulagem","62.326","83,13925112"
"2201849","Silva, Osmar","Sinova Sistemas de","117.631","78,67443368"
"2202119","Silva, Osmar","Stahl Talhas Equipamentos de","7.364","82,86587312"
"2202279","Silva, Osmar","Planen Automação LTDA ME","168.969","74,41772104"
"2202293","Silva, Osmar","Qualicabos Indústria e","1.236","55,72572816"
"2202299","Silva, Osmar","Infolev Elevadores &","89.249","77,72246559"
"2202342","Silva, Osmar","Thyssenkrupp Elevadores S.A.","14.513","83,41026558"
"2202380","Silva, Osmar","Rb2 Automação Industrial","3.585","85,38950081"
"2202395","Silva, Osmar","Positronic Sistemas","6.295","60,6284752"
"2202502","Silva, Osmar","Supplier Indústria e","839,24","70,94990706"
"2202578","Silva, Osmar","Etipack América ,Ind., Com.","4.722","82,28924899"
"2202820","Silva, Osmar","Logus Automation Parts LTDA","1.194","83,31420625"
"2202878","Silva, Osmar","Concessionaria Da Linha 4 do","369,76","87,06999135"
"2202990","Silva, Osmar","Eletro Forming Equipamentos","11.171","72,62214122"
"2203022","Silva, Osmar","Tronics do Brasil Indústria","2.416","88,79610011"
"2203105","Silva, Osmar","Futura Domotica Imp., Exp. e","349,2","80,24341352"
"2203169","Silva, Osmar","Lenke Food Systems Comércio,","4.438","67,48001"
"2203233","Silva, Osmar","Fabe Comércio e","14.032","72,76857555"
"2203245","Silva, Osmar","Homag Indústria e Comércio","30.290","84,48688147"
"2203255","Silva, Osmar","Eco Equipamentos LTDA","9.255","88,79870165"
"2203288","Silva, Osmar","Moog do Brasil Controles LTDA","684,44","70,66799135"
"2203316","Silva, Osmar","Helmo Equipamentos","10.945","86,66433379"
"2203354","Silva, Osmar","Eletric Control Automação","2.240","67,32439008"
"2203519","Silva, Osmar","Yokogawa América do Sul LTDA","128.738","82,8297649"
"2203606","Silva, Osmar","Atlas Copco Brasil LTDA","19.867","88,30643903"
"2203686","Silva, Osmar","Concessionaria A Hora de São","922,5","85,35067751"
"2203772","Silva, Osmar","Bunge Alimentos S/A","13.970","94,06256129"
"2203782","Silva, Osmar","Priscell Indústria e","12.489","82,16890835"
"2203793","Silva, Osmar","Wyma Tecnologia LTDA","1.511","93,51406819"
"2203857","Silva, Osmar","Afr Comércio de Equipamentos","2.892","88,13129218"
"2203987","Silva, Osmar","Daikin Mcquay Ar Condicionado","94.437","84,53832759"
"2204248","Silva, Osmar","Trail Infraestrutura LTDA","524,75","85,91519771"
"2204647","Silva, Osmar","Genesis Devices e Equipment","70.587","83,17491269"
"2204746","Silva, Osmar","Frigotécnica Industria e Comércio d","6.305","85,48095209"
"2205104","Silva, Osmar","Bosch Rexroth Saic","10.868","92,82225066"
"2205154","Silva, Osmar","Kistler Brasil Instrumentos","469,4","7,505325948"
"2205282","Silva, Osmar","Magtron Eletro-Eletrônica","465,2","60,85769561"
"2205283","Silva, Osmar","Wafios do Brasil LTDA","11.285","77,70753524"
"2205341","Silva, Osmar","Transformadores Lider","715,88","69,12331676"
"2205489","Silva, Osmar","Cia de Saneamento Básico do","0","X"
"2205587","Silva, Osmar","Foseco Industrial e","0","X"
"2205614","Silva, Osmar","Sea Serviços e Comércio de","1.694","81,08703354"
"2205643","Silva, Osmar","Wge Brasil Comércio e","263.795","77,19779321"
"2205776","Silva, Osmar","Onti Automação Tecnologia e","112.310","76,55880806"
"2205938","Silva, Osmar","Orange do Brasil Indústria e","624,84","90,50316881"
"2205949","Silva, Osmar","Divinal Distribuidora de","544,65","91,08051042"
"2205972","Silva, Osmar","H. Tech Indústria e Comércio","1.757","83,00159938"
"2206110","Silva, Osmar","Associação Brasileira da Igreja de","1.498","94,68024032"
"2206265","Silva, Osmar","Bralyx Máquinas Indústria e","5.275","84,52621302"
"2206342","Silva, Osmar","Videojet do Brasil Com. de","3.480","67,49913075"
"2206446","Silva, Osmar","Ilumatic S A Iluminação e","10.616","82,69270621"
"2206638","Silva, Osmar","Arpoli Compressores LTDA EPP","676,48","69,14321192"
"2206879","Silva, Osmar","Energy Tech Soluções","718,79","88,02431865"
"2207032","Silva, Osmar","Newtesc Tecnologia e","10.486","86,93845593"
"2207339","Silva, Osmar","Designer Comércio,","1.348","92,7898919"
"2208084","Silva, Osmar","Embrapac Equipamentos Ltda","376,95","84,37723836"
"2208259","Silva, Osmar","Nitec Indústria Eletrônica","326,1","91,65286722"
"7373290","Silva, Osmar","Sinnen Sistemas Integrados de","3.149","42,53461636"
"7383257","Silva, Osmar","Technical Blow Mould Ind. e Com. Lt","292,54","90,15861079"
"7383381","Silva, Osmar","BRL solar soluções em energia Ltda.","883,38","73,4395164"
"7383678","Silva, Osmar","Comercial Elétrica Ecotech Eireli -","767,5","94,49511401"
"7384654","Silva, Osmar","Etix Everywhere Brasil Soluções de","38.161","92,84789072"
"7385050","Silva, Osmar","Cia de Saneamento Basico do Estado","105.723","100"
"7385052","Silva, Osmar","Cia de Saneamento Basico do Estado","21.145","100"
"7385053","Silva, Osmar","Cia de Saneamento Basico do Estado","21.145","100"
"7385054","Silva, Osmar","Cia de Saneamento Básico do Estado","63.434","100"
"7385055","Silva, Osmar","Cia de Saneamento Basico do Estado","130.520","99,09257509"
"7385216","Silva, Osmar","Apsen Farmaceutica S/A","941,56","72,77072093"
"7387188","Silva, Osmar","Eletro Forma Ltda","360","83,26388889"
"7387438","Silva, Osmar","G.I.S. Brasil Imp Exp Ind e Com Ltd","579,14","92,83247574"
"7389054","Silva, Osmar","Allonda Ambiental S/A","2.459","94,3519987"
"7404152","Silva, Osmar","Carlos Roberto Ferraretto","850,67","86,02748422"
"7406767","Silva, Osmar","Alstom Brasil Energia e Transp Ltda","355,65","88,50836497"
"7407355","Silva, Osmar","Ingersoll-Rand Ind Com e Serv de Ar","4.806","86,02669607"
"2200158","Taino, Alcides","Ibram Indústria Brasileira","36.528","76,26746788"
"2200252","Taino, Alcides","Permetal SA Metais Perfurados","401,58","86,80462174"
"2200286","Taino, Alcides","Schwing Equipamentos","24.709","89,33679988"
"2200288","Taino, Alcides","S E E Sistemas Indústria e Comércio","1.504","82,37981249"
"2200571","Taino, Alcides","Aztlan Indústria de","4.695","84,58161977"
"2200607","Taino, Alcides","Alstom Brasil Energia e","19.510","79,5658543"
"2200669","Taino, Alcides","Rulli Standard Indústria e","1.531","52,30280987"
"2200717","Taino, Alcides","Marppel Indústria e Comércio","10.134","60,95526712"
"2200741","Taino, Alcides","Microvip Indústria e","4.633","85,35987808"
"2200778","Taino, Alcides","Faiveley Transport do Brasil","3.578","62,95081051"
"2200847","Taino, Alcides","Quantum Ind e Com de","564,88","80,23119955"
"2200876","Taino, Alcides","Sermatex Grun Equipamentos","2.086","82,3391241"
"2200897","Taino, Alcides","Fabrima Máquinas Automáticas","31.535","86,94459718"
"2200921","Taino, Alcides","People Team LTDA","3.898","100"
"2201264","Taino, Alcides","Tmf Componentes Eletro","1.223","92,07127677"
"2201383","Taino, Alcides","Sofape Fabricante de Filtros","16.359","70,43662813"
"2201481","Taino, Alcides","Basf Sa","1.278","78,82896282"
"2201559","Taino, Alcides","Iochpe-Maxion S.A.","61.721","90,29289712"
"2201601","Taino, Alcides","Meca Material Elétrico,","10.014","93,68614247"
"2201602","Taino, Alcides","Fameccanica Indústria e","12.857","83,99340114"
"2201695","Taino, Alcides","A.S Machines Ind. e Com. de","2.563","28,02829596"
"2201752","Taino, Alcides","Genec Automação Industrial","701,74","64,45977143"
"2202382","Taino, Alcides","Pro Painel Equipamentos","12.898","60,25730388"
"2202437","Taino, Alcides","Liebherr Brasil Guindastes e","-0,01","-4.578.700,00"
"2202573","Taino, Alcides","Max Motion Automação","1.632","92,4833317"
"2202589","Taino, Alcides","Meca Mont Manutenção LTDA","1.479","63,33398671"
"2202740","Taino, Alcides","Fanem LTDA","-100","5,13"
"2202763","Taino, Alcides","Prensas Mahnke LTDA ME","411,5","59,75212637"
"2202786","Taino, Alcides","Daro Automação LTDA ME","2.180","63,74645083"
"2202806","Taino, Alcides","Compsis Computadores e","61.488","85,13183216"
"2202925","Taino, Alcides","Cbd Mecânica Industrial LTDA","1.848","88,66689389"
"2203106","Taino, Alcides","Dbtec Ind. e Com. de","629,56","83,874452"
"2203116","Taino, Alcides","Bds Aut Ind., Com.,Import.","8.000","65,74508564"
"2203144","Taino, Alcides","Abb LTDA","12.532","78,17157212"
"2203258","Taino, Alcides","Santana Refrigeração e","102.307","67,29473475"
"2203558","Taino, Alcides","Romiotto Ind. e Com. de","3.786","64,6649782"
"2203590","Taino, Alcides","Emerson Friaca Me","4.093","64,80665305"
"2203602","Taino, Alcides","Meg Eletromecânica Indústria","413,63","84,62152165"
"2203623","Taino, Alcides","Brds Aut Com., Import. e","8.721","82,37029647"
"2203635","Taino, Alcides","Ferdinando Castelli EPP","3.031","59,43064725"
"2203711","Taino, Alcides","Mecalor Soluções em","51.854","70,58118615"
"2203758","Taino, Alcides","Rr Brasil Indústria e","3.906","82,05096699"
"2204089","Taino, Alcides","Aureon Ind e Com de","17.443","91,68224138"
"2204151","Taino, Alcides","Mitutoyo Sul Americana LTDA","859,02","90,35412447"
"2204169","Taino, Alcides","Elemag Equipamentos","2.437","88,69529535"
"2204205","Taino, Alcides","Tarefa Reformas","8.216","81,13494618"
"2204207","Taino, Alcides","Oz Automação Industrial LTDA","1.425","89,85692333"
"2204231","Taino, Alcides","Walter Krisch Equipamentos","991,46","69,31595828"
"2204297","Taino, Alcides","Tag Sistemas de Automação LTDA","808,95","83,54657272"
"2204510","Taino, Alcides","Fam Projetos Cons, Imp e Exp Ltda","22.196","74,3534108"
"2204518","Taino, Alcides","Automation Pack Automação LTDA","12.305","76,88743724"
"2204730","Taino, Alcides","Itallux Indústria e Comércio","1.159","84,54230912"
"2204841","Taino, Alcides","Manutem Assistencia Técnica","5.371","88,71469852"
"2204974","Taino, Alcides","HSS Instalações Elétricas","45.200","77,21400414"
"2204991","Taino, Alcides","Qatar Comércio de Materiais","1.938","93,95098039"
"2205073","Taino, Alcides","Fanem LTDA","3.267","84,32820745"
"2205137","Taino, Alcides","A K Da Silva Hilario Com. de","1.397","80,61685988"
"2205291","Taino, Alcides","Mabru Automação Industrial e","14.745","83,52685617"
"2205371","Taino, Alcides","Adilson R Pinto Me","1.869","44,78266684"
"2205384","Taino, Alcides","Tfx Iluminação Comercial","9.936","84,52833113"
"2205398","Taino, Alcides","Sky Master Ind. Com. Import.","142.932","77,61106597"
"2205444","Taino, Alcides","Atrix Sis. de Auto.","662,55","62,57490001"
"2205567","Taino, Alcides","R C S Serviços e Comércio","-27,84","-223,4913793"
"2205591","Taino, Alcides","ATX Sistemas de Informação Industri","6.145","70,95616233"
"2205634","Taino, Alcides","M. R. A. C. Lima Comércio de","328,5","73,40639269"
"2205675","Taino, Alcides","Reintech Ind. de Equip. e Prod. par","5.754","78,91163201"
"2205686","Taino, Alcides","One Automação e Comercial","-61.969","107,8103301"
"2205880","Taino, Alcides","Sn3 Automação LTDA EPP","2.730","63,70992853"
"2206052","Taino, Alcides","Elcoa Indústria e Comércio","8.135","91,24156767"
"2206212","Taino, Alcides","Lear do Brasil Ind. e Com.","11.270","93,30786636"
"2206442","Taino, Alcides","Andre Ferreira Janusz","1.624","86,82199659"
"2206791","Taino, Alcides","Legacy Automação Ind.,","24.526","81,95332437"
"2206827","Taino, Alcides","Cromax Eletrônica LTDA","6.908","92,68751647"
"2206865","Taino, Alcides","Enotec Engenharia Obras e","98.363","63,29794378"
"2206954","Taino, Alcides","Cia de Saneamento Básico do","15.040","52,11281934"
"2206987","Taino, Alcides","Empretec Indústria e","4.673","86,35823827"
"2207046","Taino, Alcides","Acos Macom Indústria e","4.342","91,20732339"
"2207152","Taino, Alcides","Abb LTDA","-0,12","-1.042.166,67"
"2207179","Taino, Alcides","Trial Com. e Serviços de","2.866","89,71011054"
"2207300","Taino, Alcides","Deluz Indústria de","2.696","95,39274588"
"2207342","Taino, Alcides","Hantech Brasil Comercial","1.368","68,72176494"
"2207541","Taino, Alcides","Sx Led Lighting Comércio e","31.366","91,0927267"
"2207633","Taino, Alcides","Heatcraft do Brasil LTDA","368,9","88,01843318"
"2207681","Taino, Alcides","Andrade & Pimentel Com. e","1.591","54,07287745"
"2207761","Taino, Alcides","Gestamp Brasil Indústria de","13.418","87,57205983"
"2207799","Taino, Alcides","Dini Têxtil Indústria e","13.261","92,80692996"
"2207803","Taino, Alcides","Indústrias Têxteis Sueco LTDA","311,71","65,75021655"
"2207840","Taino, Alcides","Patrick Alves Batista Me","1.020","88,12324765"
"2207984","Taino, Alcides","Rokels Ind e Com de Material","442,68","93,62293304"
"2208051","Taino, Alcides","ARB Solução Industrial Ltda ME","876,65","88,46974277"
"2208065","Taino, Alcides","Alestis do Brasil Indústria","36.520","96,71096245"
"2208113","Taino, Alcides","Tekno S.A Indústria e Comércio","-123,98","71,14857235"
"2208157","Taino, Alcides","Batista e Urzedo Serviços de","3.615","61,9699296"
"2208213","Taino, Alcides","R&P Comércio e Serviços em","2.942","60,63074821"
"2208238","Taino, Alcides","Grupo AS2 Soluções Industriais","16.109","80,57124021"
"7380192","Taino, Alcides","Reis & Pereira Automação Ind.","4.084","68,09357195"
"7382245","Taino, Alcides","Prisma Manutenção e Montagens","256,49","87,2353698"
"7382246","Taino, Alcides","Incoteq Ind Com Técnico de Quadros","8.345","94,91865608"
"7382572","Taino, Alcides","Abel e Soliani Engenharia ME","889,71","58,12792933"
"7382916","Taino, Alcides","Waj Suprimentos Eletricos Ltda - ME","1.831","58,33524484"
"7382966","Taino, Alcides","Simmer  Montagens e Ensaios de Pain","1.489","-525,6789162"
"7383336","Taino, Alcides","Sieg comércio, assessoria em inform","4.336","93,93978532"
"7383817","Taino, Alcides","Alkane Elétrica e Automação Ltda","6.030","91,77810058"
"7386630","Taino, Alcides","D'Gouveia Instalações Importação e","43.195","47,28759861"
"7387764","Taino, Alcides","Ava Engenharia e Montagens Industri","666,3","91,53384361"
"7388503","Taino, Alcides","Gerdau SA","7.727","92,71261768"
"7388703","Taino, Alcides","Croma Revestimentos Técnicos Ltda","490,1","90,030606"
"7389115","Taino, Alcides","Carvalho & Marques Manutenção Indus","5.015","85,02611203"
"7390885","Taino, Alcides","Rodrigo Catelli Abrão Treinamento","1.732","88,17699851"
"7392366","Taino, Alcides","MDM Tecnologia, Montagem e Manutenç","347,3","88,01036568"
"7392453","Taino, Alcides","Tekno S.A Industria e Comércio","721,06","87,11480321"
"7392880","Taino, Alcides","All Presse Indústria de Máquinas Lt","1.690","87,119316"
"7404066","Taino, Alcides","J Macedo S/A","1.989","95,37084528"
"7406263","Taino, Alcides","Alerson Luiz Coutinho & Cia Ltda ME","6.871","69,6719379"
"7408164","Taino, Alcides","Sauter Brasil Automação Ltda","449,2","85,46749777"
